Symbol	GSM452235	GSM452236	GSM452237	GSM452238	GSM452239	GSM452240	GSM452241	GSM452242	GSM452243	GSM452246	GSM452247	GSM452248	GSM452250	GSM452251	GSM452252	GSM452253	GSM452254	GSM452255	GSM452256	GSM452257	GSM452258	GSM452259	GSM452260
BNC1	2.96039	7.47611	0.807026	1.79037	1.69296	1.23338	1.20278	5.15703	0.480247	0.466419	0.947769	0.730607	0.670038	0.481468	0.918185	8.16499	17.2262	0.801309	3.0177	1.47963	0.772992	0.946444	11.7158
MPP4	1.59276	1.39581	0.433114	0.538843	9.92148	0.660139	4.96337	1.25933	0.814165	1.4811	0.457931	0.77143	6.10519	1.20324	1.3344	3.88268	2.42427	2.2514	3.33634	4.44293	1.23294	3.6369	8.71324
IDI2	5.46558	17.218	20.5882	25.3713	7.05395	3.15453	10.1531	9.81126	5.73601	15.9423	7.58584	23.3471	13.0101	3.82169	5.14607	7.38597	6.23629	3.38938	7.76304	6.21982	7.92891	3.47541	5.15351
CYP11B1	2.91161	2.31222	1.49774	1.79349	3.44929	3.09141	1.85943	2.35943	5.14609	3.90947	1.92146	2.30447	1.82155	4.13892	2.81157	3.27577	1.78676	4.47766	10.1882	2.95831	2.32092	3.99627	3.00259
TAF8	1.28396	3.57227	17.3397	26.2041	2.65313	5.2062	10.342	9.36897	3.45649	6.32321	7.80623	18.049	10.9281	8.66055	2.10725	21.153	4.89539	6.99254	9.4562	9.54784	1.25546	19.7388	17.9137
COBL	0.605249	0.738474	0.653722	2.42912	0.838752	0.918461	0.823743	0.591083	1.01355	0.784669	2.67883	0.757147	0.57417	0.739728	0.74163	0.861052	11.9448	0.491442	1.17047	1.3958	2.01744	2.2912	0.753158
SLAMF6	763.487	515.717	467.855	180.456	563.725	117.358	439.542	792.923	612.025	231.787	277.699	381.525	446.123	339.206	353.789	576.05	287.612	484.508	287.843	212.767	385.759	249.255	500.44
ZSCAN20	28.5457	31.0388	15.4073	25.8324	20.7225	22.499	20.2968	24.4466	22.5563	43.5957	16.2644	23.5941	25.8694	33.1357	1.31905	29.9331	35.2254	13.1296	46.5696	34.4989	60.1256	19.6675	5.9962
GPBAR1	226.429	954.573	406.843	1400.86	171.063	560.157	237.747	211.672	120.493	142.892	167.586	367.245	325.988	108.986	107.784	188.255	105.686	254.811	766.542	78.989	200.54	482.551	922.799
RHBDL2	2.15231	11.8683	2.06146	17.7186	1.4531	10.2665	5.3955	2.27456	2.27247	7.20436	1.57581	5.27073	1.67741	20.6246	22.7341	13.6971	0.605397	0.717047	28.7517	1.7822	11.5982	1.0647	3.15585
FRAS1	3.26145	29.7943	2.9681	7.68692	18.1921	7.99051	9.97312	17.7357	1.24409	2.23167	5.00128	4.27342	16.7739	4.01958	2.96384	4.29831	8.15277	12.3404	7.95533	27.5328	4.99055	3.34485	17.6693
BRSK1	5.27679	42.8864	9.71552	44.5351	10.0841	9.68169	34.9753	22.5283	18.1117	13.0813	6.95778	4.7135	35.8921	30.0903	49.5855	7.99205	2.88633	8.74144	27.535	14.6834	8.83435	2.49185	33.2487
CRB2	1.75007	4.39519	1.66029	2.36959	21.0571	31.314	18.5449	3.09752	2.74917	9.75628	14.3222	5.29221	13.7449	9.47307	11.471	12.8588	3.37078	5.55221	10.3484	3.40083	5.08176	3.23135	15.9775
KCNE4	13.786	5.8328	21.8238	2.97057	13.2514	31.6806	17.462	12.3778	7.26295	3.72935	8.9849	9.4619	15.7254	15.6184	20.0873	2.81807	21.8771	24.2879	8.78326	14.9524	19.9928	21.7304	11.4694
CD300LG	2.10953	6.47381	5.42041	16.0637	10.7264	29.2964	13.1532	10.5952	11.8625	3.29386	14.0143	25.6522	0.739864	1.40144	12.1783	11.7607	14.3234	2.56447	33.0551	22.6303	29.36	16.6874	31.8033
SLC34A3	200.596	156.792	330.003	168.028	183.391	149.452	181.505	162.904	216.389	211.553	161.847	204.144	248.182	157.858	155.856	359.274	141.275	129.904	375.488	341.821	267.449	198.751	278.792
CPA6	3.09028	1.11575	2.17138	17.518	4.43969	3.04681	14.2949	0.675364	1.14256	6.93497	0.663623	2.08355	2.40359	1.04471	1.76219	0.60788	2.89619	1.9486	1.74376	1.03392	1.75159	0.429703	5.05757
WBP2NL	5.6436	15.4059	18.0537	1.62607	4.69233	1.84792	10.8341	2.56667	13.76	3.8816	13.0061	15.5646	2.19347	1.93645	20.5823	2.39654	1.75993	1.40297	46.658	2.09188	2.36833	2.98245	12.7552
HIPK1	24.2452	17.1982	20.1221	16.2055	30.1761	16.8091	3.13181	20.701	15.4913	33.1147	12.701	14.3669	3.48267	37.1271	17.6157	22.7459	19.3748	7.60899	8.25731	45.4061	5.35652	32.2206	18.3861
MTBP	26.4005	2.61468	3.90036	1.97219	10.4711	23.9864	22.7832	26.622	22.2775	31.9067	2.11771	11.9764	15.008	11.0267	17.3592	1.57365	11.7709	8.69372	29.7439	0.761644	16.4445	1.95196	15.7187
ACVR1C	101.356	59.6235	36.8708	26.7407	24.1576	47.1874	37.808	41.5288	30.9714	122.358	36.7011	51.4177	89.5329	52.6825	53.5093	123.712	85.6076	122.298	130.065	55.0765	39.4421	57.8869	70.2978
TMEM74	6.88384	20.2424	15.6385	35.1051	11.6236	21.5625	25.9159	8.33393	18.8685	10.9466	17.3519	26.2379	18.5012	30.2815	27.9519	12.6647	4.15202	23.909	41.3987	20.0872	27.3615	11.3184	24.0694
TIGD4	0.336896	7.34843	17.4248	19.9024	8.40738	4.51458	12.1076	17.9315	1.56601	4.81064	18.1994	11.0985	9.52066	28.0052	13.8679	10.0762	19.7878	11.3433	28.4252	5.13997	36.4573	14.589	13.9006
ART5	15.381	21.7484	10.3867	35.4189	5.87218	8.85976	11.3582	3.93299	9.17052	9.16249	10.9822	5.88682	10.4775	10.3748	12.851	7.56211	20.2291	8.76815	8.44617	12.3718	6.87052	16.7874	5.84004
NLRP11	9.10045	20.8592	4.6848	2.7354	9.23241	2.47407	17.5421	5.70783	16.987	20.6086	4.39546	1.62488	7.08935	7.64655	15.0472	1.22746	4.9227	2.76437	3.52564	2.59462	8.09915	8.74118	5.66162
ATP6V1C2	2.55961	2.81027	2.577	1.82846	1.76876	1.41886	17.0273	2.22402	7.7711	16.5266	12.9106	8.07947	3.75084	1.67544	15.097	2.03054	3.16678	0.680774	2.37009	7.72232	1.75231	2.54611	2.17084
CLDN19	22.2288	11.2834	14.3666	30.3327	32.159	6.45206	33.6933	3.11372	12.0874	2.84584	8.81834	10.4946	18.1547	3.2572	2.70066	5.69822	14.978	3.55011	37.968	11.5251	10.8336	12.2885	10.5116
VTI1A	250.468	215.558	307.105	318.188	147.455	261.919	252.158	179.405	179.534	226.624	99.7575	416.153	92.0584	118.668	108.921	240.683	181.543	122.583	625.743	159.049	153.548	88.7812	61.6894
KIF6	1.99412	1.56413	2.85035	1.97354	2.89599	1.99525	2.05138	1.10803	0.945222	3.26808	1.05433	2.12087	1.122	1.92746	0.737796	1.68359	2.04432	1.11391	1.55844	2.29445	2.08537	2.6133	1.0502
IQCD	18.6539	27.9444	12.4532	12.7551	31.4247	38.6915	8.75614	18.5474	12.5162	9.61045	17.5959	23.9141	18.7143	30.4014	2.67699	5.89551	33.5548	24.0315	61.9524	16.449	26.7803	30.2232	29.7928
TAGAP	97.697	183.641	143.319	66.8504	112.558	179.105	66.8109	64.0966	167.476	71.1826	109.696	59.662	94.4348	107.102	98.2372	155.535	196.686	88.2162	149.81	310.449	225.111	131.378	152.763
STON2	26.1106	37.4732	11.6509	31.1008	39.5984	24.3532	14.2306	16.537	16.8042	14.0788	24.1678	20.0882	20.9109	45.7046	14.2663	31.5999	36.5306	18.6432	13.2032	7.5825	18.3173	25.6405	23.3622
SERPINA12	21.0601	21.1828	19.0908	28.9596	27.0687	16.3687	5.43163	17.8966	15.8913	21.5758	18.628	10.0828	11.8766	27.253	17.2018	22.4734	25.4347	20.0381	64.304	22.9386	2.33105	26.7349	16.4458
LETM2	21.0379	20.8926	21.5386	16.108	3.53013	18.6589	2.05576	18.1381	11.2387	13.7229	14.0698	10.2897	14.8943	10.5046	17.6185	18.8792	25.7853	14.7117	13.8518	28.8547	37.0234	13.7155	23.2041
BSND	14.5239	13.2018	23.4117	2.02136	4.10467	6.72644	29.8933	3.50396	2.91721	26.9383	1.0501	14.0508	21.6453	27.0947	32.6322	13.0002	3.3631	13.8801	3.11928	2.67559	25.857	28.8941	25.5601
CLEC4C	79.1124	133.395	143.176	286.131	29.6908	102.37	131.667	55.0689	40.3799	37.3857	57.0875	353.468	75.4301	3.80666	48.0457	24.4823	38.6023	54.9056	66.6486	45.0113	225.062	302.663	121.679
NLRC4	183.928	314.157	99.7826	337.382	57.2948	111.286	70.9086	104.423	71.7955	66.3085	39.192	185.832	127.139	47.2817	79.7912	117.834	44.6405	168.852	149.61	5.98852	25.5457	194.792	304.73
PRSS36	48.2602	47.6883	50.5349	51.226	15.0766	43.2481	15.0734	17.738	15.026	42.7959	39.8857	27.6135	47.5189	14.8852	18.2405	30.6063	59.0757	39.4262	72.926	52.7963	8.23436	50.534	14.5157
ZDHHC15	15.151	12.5102	9.45643	8.60799	18.1471	29.0839	10.9131	1.26683	24.3159	2.99337	11.5464	12.9569	10.9067	6.35137	10.3098	21.1134	14.1086	22.0035	30.8229	18.2189	16.6998	13.5347	24.0416
RAI1	33.278	8.63342	28.6735	20.0657	30.658	71.4186	64.9469	4.76183	29.0951	38.3165	9.77881	3.82079	19.1086	54.9583	31.5891	20.5157	61.0294	25.8452	69.2936	23.6715	88.0033	40.34	23.7668
CDK15	6.98395	9.74164	8.81196	13.4792	4.70113	9.92417	7.63701	4.47285	5.18334	6.32776	5.82952	7.01889	8.85096	8.43925	7.98106	6.94255	2.38592	6.11443	20.5256	9.82705	5.56614	5.11403	8.68097
ZNF570	41.0618	49.0751	66.9622	59.4295	31.0824	34.8877	25.2502	32.354	17.6763	36.0107	44.817	36.9525	17.9887	42.3532	59.0716	44.1409	63.758	28.408	94.2177	69.5101	88.326	37.844	73.4295
BTBD16	0.837849	1.72978	1.87495	1.93272	0.771927	1.72836	0.754412	0.870031	0.714227	0.813438	0.740391	0.81627	0.574461	1.25868	0.965384	0.615228	1.75109	0.688952	1.3182	2.99349	1.18048	1.41991	0.808538
RTP3	0.975544	1.3527	6.38347	11.2379	2.08393	2.8246	1.12959	1.01408	7.5712	4.05918	3.10015	2.48684	6.16498	1.05562	3.6487	2.15172	5.27606	1.75002	7.00722	43.2912	2.10611	1.55659	23.4049
TSPEAR	17.5238	22.5661	12.9402	21.3008	24.6229	20.3284	6.41363	24.3892	16.4342	23.8678	11.3211	12.8695	8.49122	17.1468	0.990911	32.0858	6.74448	2.6808	35.208	33.4479	1.98173	34.8305	21.1299
MIPOL1	1.0488	1.36713	2.46103	0.54072	6.25981	0.904041	5.38678	3.02945	0.152112	0.420787	0.682173	6.72455	6.30466	0.587716	0.733969	0.981576	0.351114	2.91226	1.6101	15.0268	5.42258	0.264881	14.2205
C6orf141	3.09609	18.5129	4.35771	5.71863	31.0823	11.4	2.76535	2.17394	9.82031	22.3364	16.5297	8.49727	22.6792	3.62434	2.61	3.7365	2.81813	5.57171	4.55228	3.69369	21.817	5.72002	3.69569
MYO3B	14.073	18.725	13.9303	3.87875	2.21158	4.71592	0.797041	1.04045	0.890789	20.8313	2.06614	5.56121	4.42454	1.02046	1.57911	15.5666	11.6092	1.75132	23.2119	11.1474	4.35862	1.5696	0.920802
ADAM21	1.44961	17.0808	18.3905	1.87064	13.1569	10.7051	11.0009	9.73528	3.72349	10.1899	5.24648	3.48348	2.00297	13.7836	2.73402	30.8443	10.9596	7.92194	19.5993	1.33711	4.01944	1.93767	2.08371
TRIML2	12.2428	4.66012	4.13543	1.39931	2.22123	3.1713	3.66367	0.983243	5.3891	22.0611	3.629	6.21674	7.71764	3.98959	2.20333	8.23174	4.74484	7.34906	14.6504	23.4781	8.59302	13.5155	5.17873
IL12RB1	613.264	1122.31	1098.04	1373.75	1273.06	1261.6	755.726	985.933	706.708	1070.97	884.112	810.335	1000.32	860.542	729.591	688.519	1344.96	1092.48	2684.05	838.26	3416.31	964.81	1619.04
GTF2A1L	18.9544	16.6824	6.12829	22.5399	7.70457	6.97329	6.87243	22.0405	14.7815	2.63993	6.63455	18.5936	2.99826	1.89234	26.2469	11.4868	20.585	9.07368	5.35685	13.3065	25.604	10.5807	1.39504
TRPV3	25.5042	37.4146	4.56002	10.0163	13.8725	67.145	32.08	27.1911	23.8128	8.60932	23.2231	6.90866	24.2863	22.9441	33.8588	24.9241	22.4305	14.6017	35.7664	50.6764	7.10475	32.2605	34.6256
CNBD1	24.3412	18.608	11.3309	20.5338	17.9406	9.8939	19.4716	20.5182	16.0642	19.405	24.4329	29.3497	15.8703	10.2855	3.43359	23.9281	26.3449	11.9876	39.8817	31.1162	17.0435	16.3841	19.8134
ABCC12	2.64229	3.48136	6.63159	5.28527	12.77	25.7732	17.8795	1.03422	6.62889	3.07165	1.27686	3.48975	20.2961	21.4315	21.0838	1.43114	20.8955	9.11919	29.6194	3.56679	11.0151	17.5171	13.4026
MMP21	12.3316	3.45799	1.46517	2.55738	2.30276	5.01586	1.48613	1.21715	7.46701	14.3638	9.71556	9.86319	11.2962	2.56148	2.48827	1.91387	2.62615	1.3275	38.2412	7.31523	11.131	0.856174	1.55494
TMEM190	15.1159	6.78105	4.17389	3.99978	7.51214	5.13512	4.33621	3.11982	2.21736	5.04626	7.97317	5.21705	5.86109	8.59391	8.74362	9.42941	5.00556	4.10726	6.99691	9.22148	6.71242	3.15122	4.19664
GAS2L2	5.49125	7.44846	6.68286	3.28176	10.6144	11.5513	6.2709	3.47043	5.59493	10.3397	7.19529	4.83923	7.53223	3.71371	3.69912	7.47985	5.22224	12.6953	72.8292	11.8216	9.88957	11.8883	5.6152
KCNG4	16.5732	22.7354	11.3991	6.93682	26.1694	9.68513	11.0456	10.918	8.9691	25.0449	6.66852	39.9153	9.69422	27.8886	14.4108	31.5222	15.944	20.1492	33.1584	16.4739	23.1905	17.248	48.7198
PXT1	11.6465	3.54455	6.39493	4.43635	32.8157	16.1694	18.2886	2.37538	12.949	10.6939	19.0891	15.712	17.0529	14.7674	6.10528	1.20953	20.5951	15.2473	18.9998	25.0614	24.5106	11.1435	6.25668
CACNG5	9.58261	9.61207	27.92	36.7928	51.8889	33.8066	25.2015	25.4738	10.8414	19.8226	24.3394	37.6668	50.0237	46.5806	7.28441	16.455	35.3421	30.0035	73.2264	30.2344	29.1328	17.1213	37.364
WFDC11	4.43329	3.33589	16.2287	2.93087	3.94875	4.6403	11.7155	2.2594	3.02534	2.73451	3.72033	3.93734	2.00729	3.3997	2.54418	3.20941	4.28349	1.85388	10.3843	4.01044	2.23781	6.58881	3.24496
IFNL2	16.9764	2.32788	6.23726	6.69977	2.49529	15.8345	5.11848	2.34203	16.0185	23.6618	11.1594	7.32657	16.8191	1.4771	12.6638	2.0966	20.3042	4.20609	3.73079	9.36125	8.25808	9.24769	5.29655
JAK1	135.517	125.972	126.041	77.7177	109.043	91.8599	97.9376	107.545	120.315	76.096	127.587	118.295	98.3968	187.625	134.246	149.908	96.8211	142.859	94.9399	193.213	124.343	160.006	74.9762
CDC42SE2	444.525	213.171	352.398	223.204	309.926	319.964	659.484	175.949	636.669	281.544	586.36	292.865	532.24	692.042	652.091	422.536	191.532	356.056	231.752	609.948	281.062	412.094	183.668
ACACB	198.719	166.911	130.75	195.232	202.219	209.984	196.335	137.085	177.349	181.424	176.287	170.594	182.941	282.892	191.003	258.569	188.509	159.696	555.211	241.78	199.317	192.59	206.611
STX6	167.229	216.085	156.022	291.933	220.75	163.112	154.312	157.778	151.37	111.96	185.268	167.805	200.728	160.657	195.343	118.354	149.787	114.13	220.235	107.56	178.41	117.381	246.592
ANLN	27.8933	26.127	14.6692	22.6086	44.4943	41.1026	52.7648	62.4158	29.7489	41.8535	50.0571	20.1551	19.9337	48.5478	38.8221	19.2139	20.0358	17.5758	50.4164	27.6163	24.0371	25.3576	28.0242
SPRR4	115.892	89.1211	115.895	109.724	162.664	139.145	150.499	99.9018	126.547	49.8784	79.7899	122.301	143.128	128.32	108.439	135.474	83.5089	117.334	294.217	133.831	85.8551	105.491	70.9413
POLR2J	208.991	203.443	206.891	162.245	141.32	145.844	211.831	228.802	271.378	118.41	96.276	324.191	123.183	145.147	172.874	425.727	104.857	212.705	140.894	90.4873	54.8073	88.9258	61.809
HSH2D	75.7416	90.5757	160.364	176.129	58.1064	36.1595	118.64	61.9926	101.84	68.686	260.317	174.294	102.716	111.88	105.263	53.3586	113.129	102.136	20.8007	76.8272	43.8932	104.836	141.082
TRNT1	23.8104	13.3871	22.9212	14.0398	13.4974	9.74344	14.9046	31.5914	17.9926	48.3396	15.2916	17.1432	24.2813	22.7303	9.87205	16.8215	17.7743	16.1395	31.3106	11.7946	8.8064	12.5317	11.765
TMEM163	17.3165	13.4484	28.1364	17.5776	21.9489	33.788	4.80994	15.159	40.155	25.7314	19.0921	38.9984	27.6176	25.0612	33.0064	39.0469	55.8882	23.313	24.0317	38.6418	9.27771	25.6101	34.5882
ARHGAP5	5.1797	16.9177	7.38453	6.00935	8.25218	12.0327	5.5081	1.35391	0.977294	2.18832	11.0001	5.65214	6.03048	2.16255	8.10677	19.6579	2.05023	16.0635	8.12563	18.9375	22.5143	6.94194	0.529661
HERPUD2	322.362	379.654	434.442	430.148	390.418	177.296	281.522	286.312	234.523	215.82	263.838	312.637	196.31	355.585	347.6	333.159	399.303	229.488	285.761	437.549	271.046	212.431	271.188
JMJD6	5.90388	4.57872	1.50242	3.13351	7.60292	1.94725	2.88191	8.77867	2.96422	1.14971	2.05274	2.25376	4.19174	2.98405	3.05157	6.52331	12.2235	1.13251	6.47955	3.24538	19.5619	7.68132	3.77532
SRCAP	5.27726	10.8547	6.79582	5.90135	5.23482	1.36326	6.7766	7.02513	2.28216	13.9212	6.13545	2.7719	9.22722	9.27905	4.42018	5.1431	4.56126	1.38272	3.39337	7.18907	4.90033	4.32586	1.50442
MAP3K6	24.1866	45.4471	1.62417	21.9802	4.45568	1.57232	18.0048	18.2053	21.0479	29.7824	18.9238	22.607	1.29044	43.7061	15.535	23.4951	32.7612	18.3048	2.90447	4.98764	17.4263	22.9892	26.4183
ARSG	52.5183	53.0665	50.0425	44.1579	47.5605	55.4633	35.7014	55.8562	69.0197	57.3383	39.842	61.2305	60.8063	44.3665	44.9652	59.1187	98.86	73.2995	78.4751	61.1104	45.0094	56.0494	54.5476
ZNF101	641.544	308.168	604.262	365.401	316.199	349.128	380.155	289.096	415.024	1074.89	260.096	365.973	499.827	308.496	456.942	773.206	1302.67	834.446	997.892	455.937	702.712	380.568	1111.87
PTPN11	7.12348	2.3713	13.3854	15.654	18.4037	13.7644	6.22481	16.1165	9.95971	13.5482	10.2192	15.2166	14.9456	1.99225	1.64584	2.79619	30.94	15.8516	1.8388	15.6911	13.8727	11.4919	25.6936
KLHDC7B	65.3849	107.808	87.3111	157.588	68.1978	167.847	77.5693	65.756	58.6305	145.022	89.0701	101.921	97.1717	124.742	87.1546	84.0799	46.3708	141.966	132.277	72.0959	19.8915	69.6318	212.896
ATAD3A	31.322	8.97563	6.40417	9.98329	35.5369	7.04846	28.1023	36.1929	26.3901	42.0734	38.9963	22.3214	25.2843	11.2472	32.713	7.88436	5.82941	9.12567	11.3166	49.816	4.24782	7.08176	4.52339
ZNF626	71.1277	72.2811	78.7551	34.9549	112.962	69.2962	97.079	93.726	161.08	24.8434	66.7819	44.4218	101.522	69.4811	70.3495	90.5171	86.292	60.7821	109.268	71.6616	67.53	84.4266	51.7975
PHC3	90.0309	132.52	266.55	181.945	99.4426	152.094	118.752	105.966	156.178	156.823	192.016	102.889	122.781	209.685	236.825	78.2155	180.918	79.6272	60.6596	186.614	104.961	83.051	133.941
IL11RA	91.5576	74.8479	50.7729	39.4038	79.6437	56.1865	55.0194	55.4747	80.4213	49.0658	61.4169	59.0807	93.419	56.1014	68.0113	144.071	75.7492	59.9292	122.501	91.0386	70.7367	47.1436	46.764
TNFRSF10A	94.6054	42.8806	30.2915	36.775	55.2384	23.3409	56.7764	34.3353	52.4071	28.5613	49.5695	70.1836	52.3667	74.4759	41.6402	88.6503	6.19592	48.8052	19.4602	50.8311	26.4091	7.43832	15.4286
RFFL	13.1812	16.6729	24.3756	35.162	27.1364	13.5729	27.1915	6.47884	14.0499	18.4242	15.2138	16.7438	23.7258	20.3482	21.6529	7.71601	20.8769	12.4204	26.4282	34.9072	34.1857	28.781	41.7081
HPS4	121.534	132.23	134.762	180.576	99.81	104.504	118.56	74.4556	116.302	137.836	73.8841	109.449	94.8143	154.174	124.474	127.351	125.972	83.1195	148.143	120.09	136.004	80.5108	120.433
UHMK1	30.4755	34.8907	63.2914	43.7729	33.4794	51.8285	46.8104	28.7987	49.7307	31.0429	57.2848	41.0531	37.7321	18.9895	81.5674	46.2341	44.6693	31.1146	66.494	56.4722	45.0416	57.6992	19.4148
TXNDC2	8.45854	33.0176	10.126	29.5001	1.50674	2.69367	23.1621	18.1577	11.2129	16.7333	7.37986	14.4681	12.0993	19.4453	7.513	8.79352	9.77292	8.45823	37.389	29.9164	1.67364	2.90022	4.91271
NAV3	15.7806	0.902465	1.36572	8.60131	18.7074	15.9846	10.4305	8.3103	0.889005	16.5979	15.1945	12.3323	10.46	14.5664	1.34805	8.44101	4.32275	1.51706	7.65835	3.02113	20.1338	16.68	7.56809
C5orf22	29.3472	42.0176	32.9554	37.9094	42.3301	36.0357	25.465	49.8241	47.8331	58.8647	28.108	16.9252	33.2585	36.2574	32.2183	20.0912	35.3015	50.0594	49.1916	28.776	42.9844	47.4025	32.4684
PCDHGB7	0.175877	0.101824	7.48859	0.328773	1.45146	6.11951	0.578643	0.666587	2.42833	1.41048	0.246936	2.06271	5.95565	0.559174	2.78443	0.461298	0.811693	1.13762	1.93947	0.535959	6.03199	2.93104	6.94719
ERC1	50.1778	42.8735	37.4702	16.4855	18.1861	70.2213	34.2302	19.3866	35.4932	47.1103	8.89805	69.3415	30.2038	46.0536	46.1388	48.6563	56.0704	28.1287	39.9368	42.7958	33.6208	23.7292	27.772
FLCN	68.1225	125.638	63.7896	67.8371	75.4591	48.7843	57.768	52.8819	79.4644	97.5437	44.1216	87.3454	55.1914	51.8704	71.4404	115.198	66.1926	94.5134	188.499	46.9452	81.7328	67.9281	168.986
LRRC7	1.7339	2.19606	1.19962	2.08419	3.37392	14.0338	5.66277	1.95113	5.36787	2.57274	2.19171	2.36174	1.70238	18.5725	16.6081	24.7767	2.71146	23.7944	23.5306	16.9796	16.8153	15.227	0.789379
SH2D3C	58.1964	43.099	38.36	48.2912	11.5548	14.3418	61.5528	18.9396	30.8453	7.34412	8.47781	55.3291	28.0643	10.2476	8.06664	43.4982	11.4405	11.496	7.11833	30.8923	41.3293	61.8198	132.745
PPP1R3B	16.7851	10.9415	16.9752	29.0649	7.14983	29.8795	1.48858	12.7576	3.61158	15.3438	15.163	5.5835	11.7893	11.0909	2.55461	7.86977	8.52569	2.418	24.6987	18.2807	28.469	16.9675	21.4848
SLC9A7	2.86312	0.969709	0.924167	2.54679	4.03309	1.90449	4.66104	2.60309	1.6776	1.75948	14.1428	3.71399	1.63379	3.35051	1.65498	1.31042	1.65048	1.85638	2.32377	15.2411	1.94665	3.05282	19.448
IGSF3	4.54231	5.69576	2.1866	3.31869	4.60454	3.50905	4.32437	5.75268	3.41911	3.74422	3.90447	1.33613	1.58879	8.27444	6.1013	3.80376	6.28902	4.21851	8.25156	6.53558	4.55921	5.21209	3.47247
RFX6	5.86067	0.693894	3.05433	1.95239	1.81952	12.9836	6.21915	3.60679	10.7762	5.99379	0.490514	1.34276	0.680954	2.16197	3.29662	2.59665	8.4269	1.23106	1.30576	2.2124	8.5594	0.865871	15.0336
DNAJB7	7.531	11.5408	0.668487	15.2044	1.28983	2.95968	3.88466	1.38267	4.40863	9.51079	4.63519	2.66047	0.432305	5.65539	0.993261	2.05155	4.06132	1.63115	0.6076	10.9668	1.86278	6.5839	7.55327
UCN3	32.9346	2.67297	29.6479	7.27663	15.6691	47.026	32.9245	15.6372	36.7087	52.604	35.9085	29.6296	33.017	34.859	45.4195	24.9884	54.2919	39.1173	43.1234	37.7796	40.1048	26.5027	5.09196
DIP2A	15.2499	2.92626	6.19978	48.3241	20.589	9.17944	8.80091	4.8365	6.24186	4.64872	5.56293	10.7377	6.10784	12.2329	14.0308	30.6344	18.2483	10.124	12.8902	14.1535	44.3969	3.22038	7.36923
USP28	150.911	110.905	83.0435	87.4981	187.242	75.7216	117.948	146.999	142.209	124.617	206.972	179.4	111.213	100.47	107.542	85.2051	52.2083	115.008	170.316	59.9528	160.113	88.7034	109.945
KNL1	25.0044	34.7316	18.6166	13.1801	69.1593	3.76479	34.1448	49.1449	49.0667	40.3702	38.6623	56.7537	32.0903	56.5358	26.9167	19.6899	21.5498	11.9865	43.4487	2.48419	38.6713	29.9318	6.0617
SENP8	17.2416	10.5112	2.53005	12.1218	14.742	17.997	1.0933	1.67554	7.15504	7.88678	10.4665	11.3113	1.23596	19.1111	13.1712	15.2108	19.1213	8.07192	2.78652	2.92808	12.5248	20.3954	2.4161
GRHL1	20.9321	7.97717	16.8396	5.48615	23.6192	38.5351	31.6011	23.333	22.5163	28.9696	19.616	23.8719	30.6658	23.5938	27.3541	21.7736	40.3643	12.8901	41.3437	27.8678	32.8482	20.1074	47.3717
CNBD2	27.5478	4.49174	16.2632	11.1612	4.10902	8.2783	28.911	18.1161	1.99575	13.1213	34.126	31.5615	24.5906	3.93991	3.89343	2.77537	1.3403	2.93189	8.34776	8.05352	9.94953	4.57557	8.61726
CASKIN1	6.49131	5.22015	6.98039	17.6355	3.477	29.94	5.79582	19.5273	8.46363	30.5074	2.58329	18.7617	6.17421	4.31039	3.08478	4.80254	37.3813	18.2891	10.5958	8.13	90.4313	6.04763	31.1883
CACNA2D4	22.075	29.3548	17.9469	38.6537	30.4558	8.5799	28.878	18.8969	32.858	16.1714	40.5869	21.7941	17.5135	27.2422	40.6425	33.1216	42.1952	22.6361	23.6486	48.0746	32.7976	30.8314	34.0843
ARL11	15.103	25.7713	11.791	31.7043	10.0313	4.75172	19.3855	19.12	8.97915	18.4593	6.82543	26.2465	4.87521	8.38023	4.98914	17.1307	4.12941	13.2161	17.3495	6.1905	11.4082	15.5818	12.1812
SLC2A13	2.43066	0.14999	8.38733	1.77794	5.13622	0.827388	2.05006	1.17853	10.6508	0.902712	1.66115	5.07493	0.338229	4.66638	8.80691	10.7189	2.16078	4.17148	0.6122	0.877328	0.570754	14.2961	1.92862
NIPA1	20.4647	17.2808	16.3749	5.49352	16.2605	0.714747	18.5547	21.0846	13.7436	6.96201	12.6034	12.5686	12.2898	16.9637	19.6183	24.9688	21.4915	13.5192	13.2959	12.2374	7.55393	12.8424	8.34943
TUBA3FP	11.1988	41.9172	5.86139	4.08213	56.7365	8.87001	30.5304	24.9528	28.3312	18.5697	49.8845	36.2115	58.6651	52.6287	22.8142	27.119	9.0425	50.9269	14.0595	9.08848	23.7856	30.3238	51.7384
CARD16	3558.91	5711.31	3528.25	4954.6	1735.91	5789.16	2356.4	2524.43	1585.85	2687.65	1681.58	2564.43	3147.56	1377.88	1889.69	2026.74	2648.3	3004.58	3328.57	1527.04	4713.58	5474.24	7511.7
